ga	73.13	70.56	71.82	4352	5951	6168
wo	91.47	80.7	85.75	2734	2989	3388
ni	80.51	75.16	77.74	1144	1421	1522
all	79.43	74.29	76.78	8230	10361	11078

ga	77.89	74.61	76.22	4602	5908	6168
wo	92.69	84.27	88.28	2855	3080	3388
ni	83.98	78.19	80.98	1190	1417	1522
all	83.1	78.06	80.5	8647	10405	11078

ga	80.15	74.09	77.0	4570	5702	6168
wo	92.06	84.53	88.14	2864	3111	3388
ni	83.57	80.88	82.2	1231	1473	1522
all	84.24	78.22	81.12	8665	10286	11078

ga	78.99	74.66	76.76	4605	5830	6168
wo	92.28	85.71	88.88	2904	3147	3388
ni	85.59	79.63	82.51	1212	1416	1522
all	83.91	78.72	81.24	8721	10393	11078

ga	81.65	74.58	77.95	4600	5634	6168
wo	92.81	85.39	88.95	2893	3117	3388
ni	83.53	76.28	79.74	1161	1390	1522
all	85.34	78.12	81.57	8654	10141	11078

ga	82.99	74.35	78.43	4586	5526	6168
wo	93.01	85.27	88.97	2889	3106	3388
ni	85.2	76.81	80.79	1169	1372	1522
all	86.41	78.03	82.0	8644	10004	11078

ga	79.67	76.07	77.83	4692	5889	6168
wo	93.22	84.06	88.41	2848	3055	3388
ni	85.47	76.15	80.54	1159	1356	1522
all	84.46	78.53	81.38	8699	10300	11078

ga	80.35	75.96	78.09	4685	5831	6168
wo	93.19	85.6	89.23	2900	3112	3388
ni	86.67	78.19	82.21	1190	1373	1522
all	85.06	79.21	82.03	8775	10316	11078

ga	81.46	73.93	77.51	4560	5598	6168
wo	93.18	83.91	88.31	2843	3051	3388
ni	84.64	70.96	77.2	1080	1276	1522
all	85.47	76.58	80.78	8483	9925	11078

ga	80.38	75.63	77.93	4665	5804	6168
wo	90.89	85.12	87.91	2884	3173	3388
ni	81.75	76.22	78.88	1160	1419	1522
all	83.77	78.62	81.11	8709	10396	11078

ga	78.42	76.61	77.5	4725	6025	6168
wo	91.44	85.74	88.5	2905	3177	3388
ni	86.85	72.93	79.29	1110	1278	1522
all	83.4	78.9	81.08	8740	10480	11078

ga	83.45	73.27	78.03	4519	5415	6168
wo	92.42	84.21	88.12	2853	3087	3388
ni	82.45	65.11	72.76	991	1202	1522
all	86.18	75.49	80.48	8363	9704	11078

ga	81.76	76.38	78.98	4711	5762	6168
wo	92.73	85.42	88.92	2894	3121	3388
ni	86.69	71.48	78.36	1088	1255	1522
all	85.75	78.47	81.95	8693	10138	11078

ga	77.61	77.25	77.43	4765	6140	6168
wo	92.14	85.45	88.67	2895	3142	3388
ni	85.37	76.28	80.57	1161	1360	1522
all	82.89	79.63	81.22	8821	10642	11078

ga	81.19	75.65	78.32	4666	5747	6168
wo	93.06	84.33	88.48	2857	3070	3388
ni	83.95	72.86	78.02	1109	1321	1522
all	85.14	77.92	81.37	8632	10138	11078

ga	82.83	73.22	77.73	4516	5452	6168
wo	91.58	85.39	88.38	2893	3159	3388
ni	81.58	74.77	78.03	1138	1395	1522
all	85.42	77.15	81.08	8547	10006	11078

ga	82.61	75.16	78.71	4636	5612	6168
wo	93.43	84.74	88.87	2871	3073	3388
ni	86.7	77.07	81.6	1173	1353	1522
all	86.47	78.35	82.21	8680	10038	11078

ga	81.75	75.1	78.28	4632	5666	6168
wo	93.21	85.09	88.97	2883	3093	3388
ni	88.82	73.06	80.17	1112	1252	1522
all	86.18	77.88	81.82	8627	10011	11078

ga	81.45	74.82	78.0	4615	5666	6168
wo	92.37	85.71	88.92	2904	3144	3388
ni	82.11	75.1	78.45	1143	1392	1522
all	84.9	78.19	81.41	8662	10202	11078

ga	81.44	74.35	77.74	4586	5631	6168
wo	91.69	85.04	88.24	2881	3142	3388
ni	83.23	72.4	77.44	1102	1324	1522
all	84.87	77.35	80.94	8569	10097	11078

ga	81.48	74.42	77.79	4590	5633	6168
wo	91.9	85.06	88.35	2882	3136	3388
ni	84.1	71.22	77.13	1084	1289	1522
all	85.07	77.23	80.96	8556	10058	11078

ga	81.04	76.57	78.74	4723	5828	6168
wo	91.32	86.92	89.07	2945	3225	3388
ni	89.29	72.27	79.88	1100	1232	1522
all	85.25	79.15	82.09	8768	10285	11078

ga	82.56	74.59	78.37	4601	5573	6168
wo	91.5	86.13	88.73	2918	3189	3388
ni	85.14	74.51	79.47	1134	1332	1522
all	85.72	78.11	81.74	8653	10094	11078

ga	81.37	75.18	78.15	4637	5699	6168
wo	91.23	86.3	88.7	2924	3205	3388
ni	84.1	75.76	79.71	1153	1371	1522
all	84.81	78.66	81.62	8714	10275	11078

ga	81.47	74.43	77.79	4591	5635	6168
wo	92.06	85.54	88.68	2898	3148	3388
ni	83.37	73.46	78.1	1118	1341	1522
all	85.02	77.69	81.19	8607	10124	11078

ga	81.77	75.92	78.74	4683	5727	6168
wo	92.8	85.54	89.02	2898	3123	3388
ni	86.07	75.49	80.43	1149	1335	1522
all	85.71	78.8	82.11	8730	10185	11078

ga	81.82	75.58	78.58	4662	5698	6168
wo	92.14	86.16	89.05	2919	3168	3388
ni	85.99	73.78	79.42	1123	1306	1522
all	85.57	78.57	81.92	8704	10172	11078

ga	81.05	75.71	78.29	4670	5762	6168
wo	92.35	85.54	88.81	2898	3138	3388
ni	86.91	73.26	79.5	1115	1283	1522
all	85.27	78.38	81.68	8683	10183	11078

ga	81.97	74.35	77.97	4586	5595	6168
wo	92.62	85.18	88.75	2886	3116	3388
ni	85.27	71.88	78.0	1094	1283	1522
all	85.71	77.32	81.3	8566	9994	11078

ga	82.93	74.84	78.68	4616	5566	6168
wo	91.32	86.63	88.91	2935	3214	3388
ni	85.82	75.95	80.59	1156	1347	1522
all	85.98	78.6	82.12	8707	10127	11078

ga	80.74	76.05	78.33	4691	5810	6168
wo	92.68	85.54	88.96	2898	3127	3388
ni	86.21	74.77	80.08	1138	1320	1522
all	85.08	78.78	81.81	8727	10257	11078

ga	82.5	74.45	78.27	4592	5566	6168
wo	92.13	85.98	88.95	2913	3162	3388
ni	86.28	74.38	79.89	1132	1312	1522
all	86.03	77.97	81.8	8637	10040	11078

ga	80.96	75.49	78.13	4656	5751	6168
wo	92.76	85.12	88.78	2884	3109	3388
ni	86.1	74.05	79.62	1127	1309	1522
all	85.23	78.24	81.58	8667	10169	11078

